50
9570,-1,0;9654,-1,1;9738,-1,2;9822,-1,3;9906,-1,4;9990,-1,5;10074,-1,6;10158,-1,7;10242,-1,8;10326,-1,9;10410,-1,10;10494,-1,11;10578,-1,12;10662,-1,13;10746,-1,14;10830,-1,15;10914,-1,16;10998,-1,17;11082,-1,18;11166,-1,19;11250,-1,20;11334,-1,21;11418,-1,22;11502,-1,23;11586,-1,24;11670,-1,25;11754,-1,26;11586,-1,27;
7978,-1,0;7894,-1,1;7810,-1,2;7726,-1,3;7642,-1,4;7558,-1,5;7474,-1,6;7390,-1,7;7306,-1,8;7222,-1,9;7138,-1,10;7054,-1,11;6970,-1,12;6886,-1,13;6802,-1,14;6718,-1,15;6634,-1,16;6550,-1,17;6466,-1,18;6382,-1,19;6298,-1,20;6214,-1,21;6130,-1,22;6046,-1,23;5962,-1,24;5878,-1,25;5794,-1,26;5962,-1,27;
822,-1,0;906,-1,1;990,-1,2;1074,-1,3;1158,-1,4;1242,-1,5;1326,-1,6;1410,-1,7;1494,-1,8;1578,-1,9;1662,-1,10;1746,-1,11;1830,-1,12;1914,-1,13;1998,-1,14;2082,-1,15;2166,-1,16;2250,-1,17;2334,-1,18;2418,-1,19;2502,-1,20;2586,-1,21;2670,-1,22;2754,-1,23;2838,-1,24;2922,-1,25;3006,-1,26;2838,-1,27;
4802,-1,0;4718,-1,1;4634,-1,2;4550,-1,3;4466,-1,4;4382,-1,5;4298,-1,6;4214,-1,7;4130,-1,8;4129,-1,9;4045,-1,10;3961,-1,11;3877,-1,12;3793,-1,13;3709,-1,14;3625,-1,15;3541,-1,16;3457,-1,17;3373,-1,18;3289,-1,19;3205,-1,20;3121,-1,21;3037,-1,22;2953,-1,23;2869,-1,24;2785,-1,25;2701,-1,26;2869,-1,27;
10301,-1,0;10385,-1,1;10469,-1,2;10553,-1,3;10637,-1,4;10721,-1,5;10805,-1,6;10889,-1,7;10973,-1,8;11057,-1,9;11141,-1,10;11225,-1,11;11309,-1,12;11393,-1,13;11477,-1,14;11561,-1,15;11645,-1,16;11729,-1,17;11813,-1,18;11897,-1,19;11981,-1,20;12065,-1,21;12149,-1,22;12233,-1,23;12317,-1,24;12401,-1,25;12485,-1,26;12317,-1,27;
11438,-1,0;11354,-1,1;11270,-1,2;11186,-1,3;11102,-1,4;11018,-1,5;10934,-1,6;10850,-1,7;10766,-1,8;10682,-1,9;10598,-1,10;10514,-1,11;10430,-1,12;10346,-1,13;10262,-1,14;10178,-1,15;10094,-1,16;10010,-1,17;9926,-1,18;9842,-1,19;9758,-1,20;9674,-1,21;9590,-1,22;9506,-1,23;9422,-1,24;9338,-1,25;9254,-1,26;9422,-1,27;
10178,-1,0;10179,-1,1;10180,-1,2;10181,-1,3;10265,-1,4;10349,-1,5;10433,-1,6;10517,-1,7;10601,-1,8;10685,-1,9;10769,-1,10;10853,-1,11;10937,-1,12;11021,-1,13;11105,-1,14;11189,-1,15;11273,-1,16;11357,-1,17;11441,-1,18;11525,-1,19;11609,-1,20;11693,-1,21;11777,-1,22;11861,-1,23;11945,-1,24;12029,-1,25;12113,-1,26;11945,-1,27;
14148,-1,0;14064,-1,1;13980,-1,2;13896,-1,3;13812,-1,4;13728,-1,5;13644,-1,6;13560,-1,7;13476,-1,8;13392,-1,9;13308,-1,10;13224,-1,11;13140,-1,12;13056,-1,13;12972,-1,14;12888,-1,15;12804,-1,16;12720,-1,17;12636,-1,18;12552,-1,19;12468,-1,20;12384,-1,21;12300,-1,22;12216,-1,23;12132,-1,24;12133,-1,25;12049,-1,26;12132,-1,27;
5705,-1,0;5789,-1,1;5873,-1,2;5957,-1,3;6041,-1,4;6125,-1,5;6209,-1,6;6293,-1,7;6377,-1,8;6461,-1,9;6545,-1,10;6629,-1,11;6713,-1,12;6797,-1,13;6881,-1,14;6965,-1,15;7049,-1,16;7133,-1,17;7217,-1,18;7301,-1,19;7385,-1,20;7469,-1,21;7553,-1,22;7637,-1,23;7721,-1,24;7805,-1,25;7889,-1,26;7721,-1,27;
8133,-1,0;8049,-1,1;7965,-1,2;7881,-1,3;7797,-1,4;7713,-1,5;7629,-1,6;7545,-1,7;7461,-1,8;7377,-1,9;7293,-1,10;7209,-1,11;7125,-1,12;7041,-1,13;6957,-1,14;6873,-1,15;6789,-1,16;6705,-1,17;6621,-1,18;6537,-1,19;6453,-1,20;6369,-1,21;6285,-1,22;6201,-1,23;6117,-1,24;6033,-1,25;5949,-1,26;6117,-1,27;
885,-1,0;969,-1,1;1053,-1,2;1137,-1,3;1221,-1,4;1305,-1,5;1389,-1,6;1473,-1,7;1557,-1,8;1641,-1,9;1725,-1,10;1809,-1,11;1893,-1,12;1977,-1,13;2061,-1,14;2145,-1,15;2229,-1,16;2313,-1,17;2397,-1,18;2481,-1,19;2565,-1,20;2649,-1,21;2733,-1,22;2817,-1,23;2901,-1,24;2985,-1,25;3069,-1,26;2901,-1,27;
6349,-1,0;6265,-1,1;6181,-1,2;6097,-1,3;6013,-1,4;5929,-1,5;5845,-1,6;5761,-1,7;5677,-1,8;5593,-1,9;5509,-1,10;5425,-1,11;5341,-1,12;5257,-1,13;5173,-1,14;5089,-1,15;5005,-1,16;4921,-1,17;4837,-1,18;4753,-1,19;4669,-1,20;4585,-1,21;4501,-1,22;4417,-1,23;4333,-1,24;4249,-1,25;4165,-1,26;4333,-1,27;
1926,-1,0;2010,-1,1;2094,-1,2;2178,-1,3;2262,-1,4;2346,-1,5;2430,-1,6;2514,-1,7;2598,-1,8;2682,-1,9;2766,-1,10;2850,-1,11;2934,-1,12;3018,-1,13;3102,-1,14;3186,-1,15;3270,-1,16;3354,-1,17;3438,-1,18;3522,-1,19;3606,-1,20;3690,-1,21;3774,-1,22;3858,-1,23;3942,-1,24;4026,-1,25;4110,-1,26;3942,-1,27;
531,-1,0;447,-1,1;363,-1,2;279,-1,3;195,-1,4;111,-1,5;195,-1,6;279,-1,7;363,-1,8;447,-1,9;531,-1,10;615,-1,11;699,-1,12;783,-1,13;867,-1,14;951,-1,15;1035,-1,16;1119,-1,17;1203,-1,18;1287,-1,19;1371,-1,20;1455,-1,21;1539,-1,22;1623,-1,23;1707,-1,24;1791,-1,25;1875,-1,26;1707,-1,27;
7369,-1,0;7453,-1,1;7537,-1,2;7621,-1,3;7705,-1,4;7789,-1,5;7873,-1,6;7957,-1,7;8041,-1,8;8125,-1,9;8209,-1,10;8293,-1,11;8377,-1,12;8461,-1,13;8545,-1,14;8629,-1,15;8713,-1,16;8797,-1,17;8881,-1,18;8965,-1,19;9049,-1,20;9133,-1,21;9217,-1,22;9301,-1,23;9385,-1,24;9469,-1,25;9553,-1,26;9385,-1,27;
2634,-1,0;2550,-1,1;2466,-1,2;2382,-1,3;2298,-1,4;2214,-1,5;2130,-1,6;2046,-1,7;1962,-1,8;1878,-1,9;1794,-1,10;1710,-1,11;1626,-1,12;1542,-1,13;1458,-1,14;1374,-1,15;1290,-1,16;1206,-1,17;1122,-1,18;1038,-1,19;954,-1,20;870,-1,21;786,-1,22;702,-1,23;618,-1,24;534,-1,25;450,-1,26;618,-1,27;
12447,-1,0;12531,-1,1;12615,-1,2;12699,-1,3;12783,-1,4;12867,-1,5;12951,-1,6;13035,-1,7;13119,-1,8;13203,-1,9;13287,-1,10;13371,-1,11;13455,-1,12;13539,-1,13;13623,-1,14;13707,-1,15;13791,-1,16;13875,-1,17;13959,-1,18;14043,-1,19;14127,-1,20;14128,-1,21;14129,-1,22;14130,-1,23;14131,-1,24;14132,-1,25;14133,-1,26;14131,-1,27;
1964,-1,0;1880,-1,1;1796,-1,2;1712,-1,3;1628,-1,4;1544,-1,5;1460,-1,6;1376,-1,7;1292,-1,8;1208,-1,9;1124,-1,10;1040,-1,11;956,-1,12;872,-1,13;788,-1,14;704,-1,15;620,-1,16;536,-1,17;452,-1,18;368,-1,19;284,-1,20;200,-1,21;116,-1,22;200,-1,23;284,-1,24;368,-1,25;452,-1,26;284,-1,27;
2789,-1,0;2873,-1,1;2957,-1,2;3041,-1,3;3125,-1,4;3209,-1,5;3293,-1,6;3377,-1,7;3461,-1,8;3545,-1,9;3629,-1,10;3713,-1,11;3797,-1,12;3881,-1,13;3965,-1,14;4049,-1,15;4133,-1,16;4217,-1,17;4301,-1,18;4385,-1,19;4469,-1,20;4553,-1,21;4637,-1,22;4721,-1,23;4805,-1,24;4889,-1,25;4973,-1,26;4805,-1,27;
192,-1,0;108,-1,1;192,-1,2;276,-1,3;360,-1,4;444,-1,5;528,-1,6;612,-1,7;696,-1,8;780,-1,9;864,-1,10;948,-1,11;1032,-1,12;1116,-1,13;1200,-1,14;1284,-1,15;1368,-1,16;1452,-1,17;1536,-1,18;1620,-1,19;1704,-1,20;1788,-1,21;1872,-1,22;1956,-1,23;2040,-1,24;2124,-1,25;2125,-1,26;2040,-1,27;
10155,-1,0;10239,-1,1;10238,-1,2;10322,-1,3;10406,-1,4;10490,-1,5;10574,-1,6;10658,-1,7;10742,-1,8;10826,-1,9;10910,-1,10;10994,-1,11;11078,-1,12;11162,-1,13;11246,-1,14;11330,-1,15;11414,-1,16;11498,-1,17;11582,-1,18;11666,-1,19;11750,-1,20;11834,-1,21;11918,-1,22;12002,-1,23;12086,-1,24;12170,-1,25;12254,-1,26;12086,-1,27;
10449,-1,0;10365,-1,1;10281,-1,2;10197,-1,3;10113,-1,4;10029,-1,5;9945,-1,6;9861,-1,7;9777,-1,8;9693,-1,9;9609,-1,10;9525,-1,11;9441,-1,12;9357,-1,13;9273,-1,14;9189,-1,15;9105,-1,16;9021,-1,17;8937,-1,18;8853,-1,19;8769,-1,20;8685,-1,21;8601,-1,22;8517,-1,23;8433,-1,24;8349,-1,25;8265,-1,26;8433,-1,27;
9141,-1,0;9225,-1,1;9309,-1,2;9393,-1,3;9477,-1,4;9561,-1,5;9645,-1,6;9729,-1,7;9813,-1,8;9897,-1,9;9981,-1,10;10065,-1,11;10149,-1,12;10233,-1,13;10317,-1,14;10401,-1,15;10485,-1,16;10569,-1,17;10653,-1,18;10737,-1,19;10821,-1,20;10905,-1,21;10989,-1,22;11073,-1,23;11157,-1,24;11241,-1,25;11325,-1,26;11157,-1,27;
626,-1,0;542,-1,1;458,-1,2;374,-1,3;290,-1,4;206,-1,5;122,-1,6;206,-1,7;290,-1,8;374,-1,9;458,-1,10;542,-1,11;626,-1,12;710,-1,13;794,-1,14;878,-1,15;962,-1,16;1046,-1,17;1130,-1,18;1214,-1,19;1298,-1,20;1382,-1,21;1466,-1,22;1550,-1,23;1634,-1,24;1718,-1,25;1802,-1,26;1634,-1,27;
2462,-1,0;2546,-1,1;2630,-1,2;2714,-1,3;2798,-1,4;2882,-1,5;2966,-1,6;3050,-1,7;3134,-1,8;3218,-1,9;3302,-1,10;3386,-1,11;3470,-1,12;3554,-1,13;3638,-1,14;3722,-1,15;3806,-1,16;3890,-1,17;3974,-1,18;4058,-1,19;4142,-1,20;4226,-1,21;4310,-1,22;4394,-1,23;4478,-1,24;4562,-1,25;4646,-1,26;4478,-1,27;
12017,-1,0;11933,-1,1;11849,-1,2;11765,-1,3;11681,-1,4;11597,-1,5;11513,-1,6;11429,-1,7;11345,-1,8;11261,-1,9;11177,-1,10;11093,-1,11;11009,-1,12;10925,-1,13;10841,-1,14;10757,-1,15;10673,-1,16;10589,-1,17;10505,-1,18;10421,-1,19;10337,-1,20;10253,-1,21;10169,-1,22;10085,-1,23;10001,-1,24;9917,-1,25;9833,-1,26;10001,-1,27;
8257,-1,0;8341,-1,1;8425,-1,2;8509,-1,3;8593,-1,4;8677,-1,5;8761,-1,6;8845,-1,7;8929,-1,8;9013,-1,9;9097,-1,10;9181,-1,11;9265,-1,12;9349,-1,13;9433,-1,14;9517,-1,15;9601,-1,16;9685,-1,17;9769,-1,18;9853,-1,19;9937,-1,20;10021,-1,21;10105,-1,22;10189,-1,23;10273,-1,24;10357,-1,25;10441,-1,26;10273,-1,27;
1332,-1,0;1248,-1,1;1164,-1,2;1080,-1,3;996,-1,4;912,-1,5;828,-1,6;744,-1,7;660,-1,8;576,-1,9;492,-1,10;408,-1,11;324,-1,12;240,-1,13;156,-1,14;240,-1,15;324,-1,16;408,-1,17;492,-1,18;576,-1,19;660,-1,20;744,-1,21;828,-1,22;912,-1,23;996,-1,24;1080,-1,25;1164,-1,26;996,-1,27;
5937,-1,0;6021,-1,1;6105,-1,2;6189,-1,3;6273,-1,4;6357,-1,5;6441,-1,6;6525,-1,7;6609,-1,8;6693,-1,9;6777,-1,10;6861,-1,11;6945,-1,12;7029,-1,13;7113,-1,14;7197,-1,15;7281,-1,16;7365,-1,17;7449,-1,18;7533,-1,19;7617,-1,20;7701,-1,21;7785,-1,22;7869,-1,23;7953,-1,24;8037,-1,25;8121,-1,26;7953,-1,27;
1498,-1,0;1414,-1,1;1330,-1,2;1246,-1,3;1162,-1,4;1078,-1,5;994,-1,6;910,-1,7;826,-1,8;742,-1,9;658,-1,10;574,-1,11;490,-1,12;406,-1,13;322,-1,14;238,-1,15;154,-1,16;238,-1,17;322,-1,18;406,-1,19;490,-1,20;574,-1,21;658,-1,22;742,-1,23;826,-1,24;910,-1,25;994,-1,26;826,-1,27;
2621,-1,0;2705,-1,1;2789,-1,2;2873,-1,3;2957,-1,4;3041,-1,5;3125,-1,6;3209,-1,7;3293,-1,8;3377,-1,9;3461,-1,10;3545,-1,11;3629,-1,12;3713,-1,13;3797,-1,14;3881,-1,15;3965,-1,16;4049,-1,17;4133,-1,18;4217,-1,19;4301,-1,20;4385,-1,21;4469,-1,22;4553,-1,23;4637,-1,24;4721,-1,25;4805,-1,26;4637,-1,27;
8188,-1,0;8104,-1,1;8105,-1,2;8106,-1,3;8022,-1,4;7938,-1,5;7854,-1,6;7770,-1,7;7686,-1,8;7602,-1,9;7518,-1,10;7434,-1,11;7350,-1,12;7266,-1,13;7182,-1,14;7181,-1,15;7097,-1,16;7013,-1,17;6929,-1,18;6845,-1,19;6761,-1,20;6677,-1,21;6593,-1,22;6509,-1,23;6425,-1,24;6341,-1,25;6257,-1,26;6425,-1,27;
512,-1,0;596,-1,1;680,-1,2;764,-1,3;848,-1,4;932,-1,5;1016,-1,6;1100,-1,7;1184,-1,8;1268,-1,9;1352,-1,10;1436,-1,11;1520,-1,12;1604,-1,13;1688,-1,14;1772,-1,15;1856,-1,16;1940,-1,17;2024,-1,18;2108,-1,19;2109,-1,20;2193,-1,21;2277,-1,22;2361,-1,23;2445,-1,24;2529,-1,25;2613,-1,26;2445,-1,27;
11433,-1,0;11349,-1,1;11265,-1,2;11181,-1,3;11097,-1,4;11013,-1,5;10929,-1,6;10845,-1,7;10761,-1,8;10677,-1,9;10593,-1,10;10509,-1,11;10425,-1,12;10341,-1,13;10257,-1,14;10173,-1,15;10089,-1,16;10005,-1,17;9921,-1,18;9837,-1,19;9753,-1,20;9669,-1,21;9585,-1,22;9501,-1,23;9417,-1,24;9333,-1,25;9249,-1,26;9417,-1,27;
12219,-1,0;12303,-1,1;12387,-1,2;12471,-1,3;12555,-1,4;12639,-1,5;12723,-1,6;12807,-1,7;12891,-1,8;12975,-1,9;13059,-1,10;13143,-1,11;13227,-1,12;13311,-1,13;13395,-1,14;13479,-1,15;13563,-1,16;13647,-1,17;13731,-1,18;13815,-1,19;13899,-1,20;13983,-1,21;14067,-1,22;14066,-1,23;14065,-1,24;14064,-1,25;14063,-1,26;14065,-1,27;
3083,-1,0;3082,-1,1;2998,-1,2;2914,-1,3;2830,-1,4;2746,-1,5;2662,-1,6;2578,-1,7;2494,-1,8;2410,-1,9;2326,-1,10;2242,-1,11;2158,-1,12;2074,-1,13;1990,-1,14;1906,-1,15;1822,-1,16;1738,-1,17;1654,-1,18;1570,-1,19;1486,-1,20;1402,-1,21;1318,-1,22;1234,-1,23;1150,-1,24;1066,-1,25;982,-1,26;1150,-1,27;
14116,-1,0;14117,-1,1;14118,-1,2;14119,-1,3;14120,-1,4;14121,-1,5;14122,-1,6;14123,-1,7;14124,-1,8;14125,-1,9;14126,-1,10;14127,-1,11;14128,-1,12;14129,-1,13;14130,-1,14;14131,-1,15;14132,-1,16;14133,-1,17;14134,-1,18;14135,-1,19;14136,-1,20;14137,-1,21;14138,-1,22;14139,-1,23;14140,-1,24;14141,-1,25;14142,-1,26;14140,-1,27;
